GM_DATASET_NAME	GM_WELL_CATEGORY	GM_DATA_SOURCE	GM_WELL_ID	GM_CHEMICAL_VVL	GM_CHEMICAL_NAME	GM_RESULT_MODIFIER	GM_RESULT	GM_RESULT_UNITS	GM_SAMP_COLLECTION_DATE	GM_REPORTING_LIMIT	GM_LATITUDE	GM_LONGITUDE	GM_WELL_DEPTH_FT	GM_TOP_DEPTH_OF_SCREEN_FT	GM_BOTTOM_DEPTH_OF_SCREEN_FT	GM_CAS_NUMBER	GM_ALTWELL_ID1	GM_ALTWELL_ID2	GM_ALTWELL_ID3	SRC_CHEMICAL	SRC_RESULT_MODIFIER	SRC_RESULT	SRC_RESULT_UNITS	SRC_SAMP_COLLECTION_DATE	SRC_SAMP_COLLECTION_TIME	SRC_REPORTING_LIMIT	SRC_ANALYTICAL_METHOD	SRC_LAB_NOTE	SRC_LATITUDE	SRC_LONGITUDE	SRC_DATUM	SRC_WELL_DEPTH_FT	SRC_TOP_DEPTH_OF_SCREEN_FT	SRC_BOTTOM_DEPTH_OF_SCREEN_FT
GAMA_USGS	MUNICIPAL	USGS	SFM-D1	BZ	Benzene	<	.016	UG/L	05/15/2007	.016	37.52608333	-121.98691667	480	450	480	71-43-2				Benzene, wu	<	.016	ug/l	05/15/2007	1540	.016	GCM66		37.52608333	-121.98691667		480	450	480
GAMA_USGS	MUNICIPAL	USGS	SFM-D1	CLBZ	Chlorobenzene	<	.02	UG/L	05/15/2007	.02	37.52608333	-121.98691667	480	450	480	108-90-7				Chlorobenzene, wu	<	.02	ug/l	05/15/2007	1540	.02	GCM66		37.52608333	-121.98691667		480	450	480
GAMA_USGS	MUNICIPAL	USGS	SFM-D1	EBZ	Ethylbenzene	<	.02	UG/L	05/15/2007	.02	37.52608333	-121.98691667	480	450	480	100-41-4				Ethylbenzene, wu	<	.02	ug/l	05/15/2007	1540	.02	GCM66		37.52608333	-121.98691667		480	450	480
GAMA_USGS	MUNICIPAL	USGS	SFM-D1	BRME	Methyl Bromide (Bromomethane)	<	.4	UG/L	05/15/2007	.4	37.52608333	-121.98691667	480	450	480	74-83-9				Bromomethane, wu	<	.4	ug/l	05/15/2007	1540	.4	GCM66	The parameter 34413 is a highly variable compound : m : c :	37.52608333	-121.98691667		480	450	480
GAMA_USGS	MUNICIPAL	USGS	SFM-D1	DCMA	Dichloromethane (Methylene Chloride)	<	.04	UG/L	05/15/2007	.04	37.52608333	-121.98691667	480	450	480	75-09-2				Dichloromethane, wu	<	.04	ug/l	05/15/2007	1540	.04	GCM66		37.52608333	-121.98691667		480	450	480
GAMA_USGS	MUNICIPAL	USGS	SFM-D1	PCE	Tetrachloroethene (PCE)	<	.04	UG/L	05/15/2007	.04	37.52608333	-121.98691667	480	450	480	127-18-4				Tetrachloroethene, wu	<	.04	ug/l	05/15/2007	1540	.04	GCM66		37.52608333	-121.98691667		480	450	480
GAMA_USGS	MUNICIPAL	USGS	SFM-D1	FC11	Trichlorofluoromethane (Freon 11)	<	.08	UG/L	05/15/2007	.08	37.52608333	-121.98691667	480	450	480	75-69-4				CFC-11, wu	<	.08	ug/l	05/15/2007	1540	.08	GCM66		37.52608333	-121.98691667		480	450	480
GAMA_USGS	MUNICIPAL	USGS	SFM-D1	DCA11	1,1-Dichloroethane (1,1 DCA)	<	.06	UG/L	05/15/2007	.06	37.52608333	-121.98691667	480	450	480	75-34-3				1,1-Dichloroethane, wu	<	.06	ug/l	05/15/2007	1540	.06	GCM66		37.52608333	-121.98691667		480	450	480
GAMA_USGS	MUNICIPAL	USGS	SFM-D1	DCE11	1,1 Dichloroethylene (1,1 DCE)	<	.02	UG/L	05/15/2007	.02	37.52608333	-121.98691667	480	450	480	75-35-4				1,1-Dichloroethene, wu	<	.02	ug/l	05/15/2007	1540	.02	GCM66		37.52608333	-121.98691667		480	450	480
GAMA_USGS	MUNICIPAL	USGS	SFM-D1	AZIPM	Guthion (Azinphos Methyl)	<	.08	UG/L	05/15/2007	.08	37.52608333	-121.98691667	480	450	480	86-50-0				Azinphos-methyl, w,gf<.7u	<	.08	ug/l	05/15/2007	1540	.08	GCM35	The parameter 82686 is a highly variable compound : m : c :	37.52608333	-121.98691667		480	450	480
GAMA_USGS	MUNICIPAL	USGS	SFM-D1	PERMETHRIN	Permethrin	<	.01	UG/L	05/15/2007	.01	37.52608333	-121.98691667	480	450	480	61949-76-6				cis-Permethrin, w,gf<.7u	<	.01	ug/l	05/15/2007	1540	.01	GCM35		37.52608333	-121.98691667		480	450	480
GAMA_USGS	MUNICIPAL	USGS	SFM-D1	SC	Specific Conductivity		583	UMHOS/CM	05/15/2007	2.6	37.52608333	-121.98691667	480	450	480					SpecCond,wu25degCLab		583	uS/cm @25C	05/15/2007	1540	2.6	WHT03		37.52608333	-121.98691667		480	450	480
GAMA_USGS	MUNICIPAL	USGS	SFM-E3	METALAXYL	Metalaxyl	<	.04	UG/L	05/16/2007	.04	37.58258333	-122.06947222	100	50	100	57837-19-1				Metalaxyl, wf	<	.04	ug/l	05/16/2007	1020	.04	LCM29		37.58258333	-122.06947222		100	50	100
GAMA_USGS	MUNICIPAL	USGS	SFM-E3	CYPERM	Cypermethrin	<	.046	UG/L	05/16/2007	.046	37.58258333	-122.06947222	100	50	100	52315-07-8				Cypermethrin, wf	<	.046	ug/l	05/16/2007	1020	.046	GCM39	The parameter 61586 is a highly variable compound : m : c :	37.58258333	-122.06947222		100	50	100
GAMA_USGS	MUNICIPAL	USGS	SFM-E3	FENPHOS	Fenamiphos	<	.029	UG/L	05/16/2007	.029	37.58258333	-122.06947222	100	50	100	22224-92-6				Fenamiphos, wf	<	.029	ug/l	05/16/2007	1020	.029	GCM39		37.58258333	-122.06947222		100	50	100
GAMA_USGS	MUNICIPAL	USGS	SFM-E3	IPRODIONE	Iprodione	<	.026	UG/L	05/16/2007	.026	37.58258333	-122.06947222	100	50	100	36734-19-7				Iprodione, wf	<	.026	ug/l	05/16/2007	1020	.026	GCM39	The parameter 61593 is a highly variable compound : m : c :	37.58258333	-122.06947222		100	50	100
GAMA_USGS	MUNICIPAL	USGS	SFM-E3	METALAXYL	Metalaxyl	<	.007	UG/L	05/16/2007	.0069	37.58258333	-122.06947222	100	50	100	57837-19-1				Metalaxyl, wf	<	.007	ug/l	05/16/2007	1020	.0069	GCM39		37.58258333	-122.06947222		100	50	100
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	THIABEND	Thiabendazole	<	.03	UG/L	05/14/2007	.03	37.526	-121.98686111	80	50	80	148-79-8				Thiabendazole, wf	<	.03	ug/l	05/14/2007	1040	.03	00021		37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	O18O16NO3	delta O18, NO3		7.6	per mil	05/14/2007		37.526	-121.98686111	80	50	80	14797-71-8				delta O-18/O-16, NO3, wf		7.6	per mil	05/14/2007	1040		MS018		37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	TDS	Total Dissolved Solids		1120	MG/L	05/14/2007	10	37.526	-121.98686111	80	50	80					Diss solids dry@180C		1120	mg/l	05/14/2007	1040	10	ROE10		37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	I	Iodide		5	UG/L	05/14/2007	2	37.526	-121.98686111	80	50	80	20461-54-5				Iodide, wf		.005	mg/l	05/14/2007	1040	.002	CL033		37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	BR	Bromide		.685	MG/L	05/14/2007	.02	37.526	-121.98686111	80	50	80	24959-67-9				Bromide, wf		.685	mg/l	05/14/2007	1040	.02	IC027	d :	37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	TEMP	Temperature		20	CELSIUS	05/14/2007		37.526	-121.98686111	80	50	80					Temperature, water		20	deg C	05/14/2007	1040		THM01		37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	SC	Specific Conductivity		1830	UMHOS/CM	05/14/2007		37.526	-121.98686111	80	50	80					Specific cond at 25C		1830	uS/cm @25C	05/14/2007	1040		SC001		37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	DO	Dissolved Oxygen (DO)	<	.2	MG/L	05/14/2007		37.526	-121.98686111	80	50	80	7782-44-7				Dissolved oxygen	<	.2	mg/l	05/14/2007	1040		MEMBR		37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	PH	pH		7.2	PH UNITS	05/14/2007		37.526	-121.98686111	80	50	80					pH		7.2	std units	05/14/2007	1040		PROBE		37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	NH3NH4N	Ammonia	<	.02	MG/L	05/14/2007	.02	37.526	-121.98686111	80	50	80					Ammonia, wf	<	.02	mg/l as N	05/14/2007	1040	.02	SHC02		37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	NO2	Nitrite as N	<	.002	MG/L	05/14/2007	.002	37.526	-121.98686111	80	50	80	14797-65-0				Nitrite, wf	<	.002	mg/l as N	05/14/2007	1040	.002	DZ001		37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	NO3N	Nitrate as N		3.63	MG/L	05/14/2007		37.526	-121.98686111	80	50	80	14797-55-8				Nitrate, wf		3.63	mg/l as N	05/14/2007	1040		ALGOR		37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	NO3NO2N	Nitrate+Nitrite		3.63	MG/L	05/14/2007	.06	37.526	-121.98686111	80	50	80					NO3+NO2, wf		3.63	mg/l as N	05/14/2007	1040	.06	CL048		37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	PORTHO	orthophosphate		.032	MG/L	05/14/2007	.006	37.526	-121.98686111	80	50	80	14265-44-2				Orthophosphate, wf		.032	mg/l as P	05/14/2007	1040	.006	PHM01		37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	HARD	Hardness		486	MG/L	05/14/2007		37.526	-121.98686111	80	50	80					Hardness, water		486	mg/l CaCO3	05/14/2007	1040		ALGOR		37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	CA	Calcium		110	MG/L	05/14/2007	.02	37.526	-121.98686111	80	50	80	7440-70-2				Calcium, wf		110	mg/l	05/14/2007	1040	.02	PLA11		37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	MG	Magnesium		50.9	MG/L	05/14/2007	.014	37.526	-121.98686111	80	50	80	7439-95-4				Magnesium, wf		50.9	mg/l	05/14/2007	1040	.014	PLA11		37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	NA	Sodium		234	MG/L	05/14/2007	.2	37.526	-121.98686111	80	50	80	7440-23-5				Sodium, wf		234	mg/l	05/14/2007	1040	.2	PLA11		37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	K	Potassium		2.72	MG/L	05/14/2007	.04	37.526	-121.98686111	80	50	80	7440-09-7				Potassium, wf		2.72	mg/l	05/14/2007	1040	.04	PLO03		37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	CL	Chloride		188	MG/L	05/14/2007	.12	37.526	-121.98686111	80	50	80	16887-00-6				Chloride, wf		188	mg/l	05/14/2007	1040	.12	IC022	d :	37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	SO4	Sulfate		101	MG/L	05/14/2007	.18	37.526	-121.98686111	80	50	80	14808-79-8				Sulfate, wf		101	mg/l	05/14/2007	1040	.18	IC022	d :	37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	F	Fluoride		.29	MG/L	05/14/2007	.1	37.526	-121.98686111	80	50	80	16984-48-8				Fluoride, wf		.29	mg/l	05/14/2007	1040	.1	ISE05		37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	AS	Arsenic		.59	UG/L	05/14/2007	.12	37.526	-121.98686111	80	50	80	7440-38-2				Arsenic, wf		.59	ug/l	05/14/2007	1040	.12	PLM10		37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	BA	Barium		.0686	MG/L	05/14/2007	.00008	37.526	-121.98686111	80	50	80	7440-39-3				Barium, wf		68.6	ug/l	05/14/2007	1040	.08	PLM43		37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	BE	Beryllium	<	.06	UG/L	05/14/2007	.06	37.526	-121.98686111	80	50	80	7440-41-7				Beryllium, wf	<	.06	ug/l	05/14/2007	1040	.06	PLM43		37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	B	Boron		.871	MG/L	05/14/2007	.008	37.526	-121.98686111	80	50	80	7440-42-8				Boron, wf		871	ug/l	05/14/2007	1040	8	PLM40	d :	37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	CD	Cadmium		.04	UG/L	05/14/2007	.04	37.526	-121.98686111	80	50	80	7440-43-9				Cadmium, wf		.04	ug/l	05/14/2007	1040	.04	PLM43		37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	CR	Chromium		1.6	UG/L	05/14/2007	.12	37.526	-121.98686111	80	50	80	7440-47-3				Chromium, wf		1.6	ug/l	05/14/2007	1040	.12	PLM10		37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	CO	Cobalt		.04	UG/L	05/14/2007	.04	37.526	-121.98686111	80	50	80	7440-48-4				Cobalt, wf		.04	ug/l	05/14/2007	1040	.04	PLM10		37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	CU	Copper	<	.00051	MG/L	05/14/2007	.0004	37.526	-121.98686111	80	50	80	7440-50-8				Copper, wf	<	.51	ug/l	05/14/2007	1040	.4	PLM10	Result is < or = reported value based on quality-c : c :	37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	FE	Iron		13.8	UG/L	05/14/2007	6	37.526	-121.98686111	80	50	80	7439-89-6				Iron, wf		13.8	ug/l	05/14/2007	1040	6	PLA11		37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	PB	Lead	<	.12	UG/L	05/14/2007	.12	37.526	-121.98686111	80	50	80	7439-92-1				Lead, wf	<	.12	ug/l	05/14/2007	1040	.12	PLM43		37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D3	SEVIN	Carbaryl (1-naphthyl methylcarbamate)	<	.06	UG/L	05/14/2007	.06	37.526	-121.98683333	260	230	260	63-25-2				Carbaryl, w,gf<.7u	<	.06	ug/l	05/14/2007	1500	.06	GCM35	The parameter 82680 is a highly variable compound : m : c :	37.526	-121.98683333		260	230	260
GAMA_USGS	MUNICIPAL	USGS	SFM-D3	DACTH	Dacthal	<	.003	UG/L	05/14/2007	.003	37.526	-121.98683333	260	230	260	1861-32-1				DCPA, w,gf<.7u	<	.003	ug/l	05/14/2007	1500	.003	GCM35		37.526	-121.98683333		260	230	260
GAMA_USGS	MUNICIPAL	USGS	SFM-D1	METALAXYL	Metalaxyl	<	.04	UG/L	05/15/2007	.04	37.52608333	-121.98691667	480	450	480	57837-19-1				Metalaxyl, wf	<	.04	ug/l	05/15/2007	1540	.04	LCM29		37.52608333	-121.98691667		480	450	480
GAMA_USGS	MUNICIPAL	USGS	SFM-D1	CYPERM	Cypermethrin	<	.046	UG/L	05/15/2007	.046	37.52608333	-121.98691667	480	450	480	52315-07-8				Cypermethrin, wf	<	.046	ug/l	05/15/2007	1540	.046	GCM39	The parameter 61586 is a highly variable compound : m : c :	37.52608333	-121.98691667		480	450	480
GAMA_USGS	MUNICIPAL	USGS	SFM-D1	FENPHOS	Fenamiphos	<	.029	UG/L	05/15/2007	.029	37.52608333	-121.98691667	480	450	480	22224-92-6				Fenamiphos, wf	<	.029	ug/l	05/15/2007	1540	.029	GCM39		37.52608333	-121.98691667		480	450	480
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	CDS	Carbon Disulfide	<	.1	UG/L	05/14/2007	.06	37.526	-121.98686111	80	50	80	75-15-0				Carbon disulfide, wu	<	.1	ug/l	05/14/2007	1040	.06	GCM66		37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	STY	Styrene	<	.04	UG/L	05/14/2007	.04	37.526	-121.98686111	80	50	80	100-42-5				Styrene, wu	<	.04	ug/l	05/14/2007	1040	.04	GCM66		37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	XYLENES	Xylenes (total)	<	.04	UG/L	05/14/2007	.04	37.526	-121.98686111	80	50	80	95-47-6				o-Xylene, wu	<	.04	ug/l	05/14/2007	1040	.04	GCM66		37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	IPBZ	Isopropylbenzene ( Cumene)	<	.04	UG/L	05/14/2007	.04	37.526	-121.98686111	80	50	80	98-82-8				Isopropylbenzene, wu	<	.04	ug/l	05/14/2007	1040	.04	GCM66		37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	PBZN	n-Propylbenzene (Isocumene)	<	.04	UG/L	05/14/2007	.04	37.526	-121.98686111	80	50	80	103-65-1				n-Propylbenzene, wu	<	.04	ug/l	05/14/2007	1040	.04	GCM66		37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	CLBZME2	2 Chlorotoluene	<	.04	UG/L	05/14/2007	.04	37.526	-121.98686111	80	50	80	95-49-8				2-Chlorotoluene, wu	<	.04	ug/l	05/14/2007	1040	.04	GCM66		37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	CLBZME4	4 Chlorotoluene	<	.04	UG/L	05/14/2007	.04	37.526	-121.98686111	80	50	80	106-43-4				4-Chlorotoluene, wu	<	.04	ug/l	05/14/2007	1040	.04	GCM66		37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	BDCME	Bromodichloromethane (THM)	<	.06	UG/L	05/14/2007	.06	37.526	-121.98686111	80	50	80	74-97-5				Bromochloromethane, wu	<	.06	ug/l	05/14/2007	1040	.06	GCM66		37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	BTBZN	n-Butylbenzene	<	.14	UG/L	05/14/2007	.14	37.526	-121.98686111	80	50	80	104-51-8				n-Butylbenzene, wu	<	.14	ug/l	05/14/2007	1040	.14	GCM66		37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	BTBZS	sec-Butylbenzene	<	.04	UG/L	05/14/2007	.04	37.526	-121.98686111	80	50	80	135-98-8				sec-Butylbenzene, wu	<	.04	ug/l	05/14/2007	1040	.04	GCM66		37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	IME	Methyl Iodide	<	.4	UG/L	05/14/2007	.4	37.526	-121.98686111	80	50	80	74-88-4				Iodomethane, wu	<	.4	ug/l	05/14/2007	1040	.4	GCM66	The parameter 77424 is a highly variable compound : m : c :	37.526	-121.98686111		80	50	80
GAMA_USGS	MUNICIPAL	USGS	SFM-D2	MG	Magnesium		12.3	MG/L	05/15/2007	.014	37.52591667	-121.98691667	340	330	340	7439-95-4				Magnesium, wf		12.3	mg/l	05/15/2007	1040	.014	PLA11		37.52591667	-121.98691667		340	330	340
GAMA_USGS	MUNICIPAL	USGS	SFM-D2	NA	Sodium		90.1	MG/L	05/15/2007	.2	37.52591667	-121.98691667	340	330	340	7440-23-5				Sodium, wf		90.1	mg/l	05/15/2007	1040	.2	PLA11		37.52591667	-121.98691667		340	330	340
GAMA_USGS	MUNICIPAL	USGS	SFM-D2	K	Potassium		1.58	MG/L	05/15/2007	.04	37.52591667	-121.98691667	340	330	340	7440-09-7				Potassium, wf		1.58	mg/l	05/15/2007	1040	.04	PLO03		37.52591667	-121.98691667		340	330	340
GAMA_USGS	MUNICIPAL	USGS	SFM-D2	CL	Chloride		52.3	MG/L	05/15/2007	.12	37.52591667	-121.98691667	340	330	340	16887-00-6				Chloride, wf		52.3	mg/l	05/15/2007	1040	.12	IC022		37.52591667	-121.98691667		340	330	340
GAMA_USGS	MUNICIPAL	USGS	SFM-D2	SO4	Sulfate		45.3	MG/L	05/15/2007	.18	37.52591667	-121.98691667	340	330	340	14808-79-8				Sulfate, wf		45.3	mg/l	05/15/2007	1040	.18	IC022		37.52591667	-121.98691667		340	330	340
GAMA_USGS	MUNICIPAL	USGS	SFM-D2	F	Fluoride		.17	MG/L	05/15/2007	.1	37.52591667	-121.98691667	340	330	340	16984-48-8				Fluoride, wf		.17	mg/l	05/15/2007	1040	.1	ISE05		37.52591667	-121.98691667		340	330	340
GAMA_USGS	MUNICIPAL	USGS	SFM-D2	AS	Arsenic		1.9	UG/L	05/15/2007	.12	37.52591667	-121.98691667	340	330	340	7440-38-2				Arsenic, wf		1.9	ug/l	05/15/2007	1040	.12	PLM10		37.52591667	-121.98691667		340	330	340
GAMA_USGS	MUNICIPAL	USGS	SFM-D2	BA	Barium		.131	MG/L	05/15/2007	.00008	37.52591667	-121.98691667	340	330	340	7440-39-3				Barium, wf		131	ug/l	05/15/2007	1040	.08	PLM43		37.52591667	-121.98691667		340	330	340
GAMA_USGS	MUNICIPAL	USGS	SFM-D2	BE	Beryllium	<	.06	UG/L	05/15/2007	.06	37.52591667	-121.98691667	340	330	340	7440-41-7				Beryllium, wf	<	.06	ug/l	05/15/2007	1040	.06	PLM43		37.52591667	-121.98691667		340	330	340
GAMA_USGS	MUNICIPAL	USGS	SFM-D3	AZIPM	Guthion (Azinphos Methyl)	<	.08	UG/L	05/14/2007	.08	37.526	-121.98683333	260	230	260	86-50-0				Azinphos-methyl, w,gf<.7u	<	.08	ug/l	05/14/2007	1500	.08	GCM35	The parameter 82686 is a highly variable compound : m : c :	37.526	-121.98683333		260	230	260
GAMA_USGS	MUNICIPAL	USGS	SFM-D3	PERMETHRIN	Permethrin	<	.01	UG/L	05/14/2007	.01	37.526	-121.98683333	260	230	260	61949-76-6				cis-Permethrin, w,gf<.7u	<	.01	ug/l	05/14/2007	1500	.01	GCM35		37.526	-121.98683333		260	230	260
GAMA_USGS	MUNICIPAL	USGS	SFM-D3	SC	Specific Conductivity		3420	UMHOS/CM	05/14/2007	2.6	37.526	-121.98683333	260	230	260					SpecCond,wu25degCLab		3420	uS/cm @25C	05/14/2007	1500	2.6	WHT03		37.526	-121.98683333		260	230	260
GAMA_USGS	MUNICIPAL	USGS	SFM-D4	CR	Chromium		2	UG/L	05/14/2007	1	37.526	-121.98686111	80	50	80	7440-47-3				Chromium, wf		2	ug/l	05/14/2007	1100	1	GF075		37.526	-121.98686111		80	50	80
